07-12-2020 16:38,21,97.83,"[[78, 100, 38], [66, 42, 8], [55, 19, 34], [13, 31, 27], [11, 61, 95], [66, 98, 18], [53, 93, 15], [41, 44, 59], [7, 41, 43], [23, 45, 11], [89, 82, 48], [75, 16, 29], [38, 75, 81], [27, 31, 43], [42, 25, 97], [18, 79, 59], [59, 12, 85], [43, 80, 17], [91, 39, 72], [91, 20, 99], [53, 46, 35]]"
07-24-2020 13:53,22,85.24,"[[98, 23, 68], [49, 40, 35], [57, 97, 65], [18, 34, 62], [74, 57, 25], [67, 62, 21], [8, 87, 31], [44, 5, 27], [13, 28, 27], [65, 78, 16], [41, 72, 50], [40, 96, 79], [76, 99, 53], [76, 39, 33], [95, 93, 74], [3, 48, 76], [71, 91, 78], [63, 60, 34], [84, 83, 29], [34, 22, 81], [54, 67, 95], [57, 19, 71]]"
03-22-2020 06:17,23,95.22,"[[68, 93, 69], [30, 42, 42], [92, 41, 16], [86, 53, 1], [63, 5, 89], [88, 91, 36], [85, 91, 77], [67, 16, 88], [76, 91, 44], [37, 60, 7], [23, 22, 84], [86, 87, 60], [77, 3, 37], [81, 76, 2], [21, 86, 20], [30, 96, 11], [40, 59, 48], [25, 16, 8], [3, 1, 63], [65, 23, 36], [70, 77, 92], [78, 53, 53], [1, 6, 11]]"
01-09-2022 12:09,27,88.91,"[[34, 95, 13], [97, 98, 56], [54, 18, 27], [80, 6, 26], [15, 51, 31], [98, 96, 67], [85, 72, 43], [3, 55, 13], [13, 10, 97], [93, 56, 45], [86, 84, 3], [85, 1, 18], [51, 53, 32], [47, 41, 69], [27, 77, 35], [1, 31, 66], [61, 98, 65], [92, 88, 91], [93, 18, 69], [1, 40, 26], [99, 29, 48], [94, 63, 6], [89, 10, 7], [13, 97, 79], [82, 4, 39], [75, 77, 68], [40, 6, 90]]"
09-09-2021 02:08,21,87.6,"[[72, 81, 65], [61, 47, 75], [8, 51, 58], [38, 6, 48], [20, 24, 56], [85, 42, 45], [92, 3, 42], [45, 33, 79], [3, 8, 80], [21, 52, 94], [73, 97, 63], [9, 88, 93], [70, 49, 81], [58, 74, 41], [55, 31, 88], [29, 63, 97], [56, 9, 80], [84, 54, 66], [96, 34, 37], [18, 11, 30], [42, 97, 46]]"
09-22-2019 07:59,12,84.29,"[[19, 3, 65], [49, 30, 98], [79, 60, 48], [66, 78, 46], [40, 49, 61], [6, 100, 100], [82, 34, 91], [79, 13, 96], [76, 45, 34], [86, 49, 21], [17, 3, 100], [46, 50, 26]]"
03-11-2020 07:25,14,56.08,"[[21, 75, 5], [26, 95, 34], [85, 97, 94], [22, 84, 85], [62, 72, 96], [32, 62, 20], [25, 45, 77], [85, 92, 60], [68, 69, 71], [68, 71, 39], [78, 1, 58], [32, 97, 92], [39, 48, 37], [60, 68, 41]]"
12-06-2020 15:55,23,85.61,"[[96, 68, 23], [35, 97, 5], [66, 42, 73], [33, 99, 12], [50, 67, 24], [42, 46, 49], [72, 1, 15], [19, 65, 13], [18, 37, 83], [92, 29, 42], [42, 74, 7], [21, 36, 79], [52, 21, 76], [51, 65, 72], [85, 71, 35], [63, 73, 91], [66, 46, 74], [21, 48, 81], [81, 81, 26], [60, 41, 5], [75, 36, 8], [64, 12, 28], [47, 10, 8]]"
08-06-2021 20:29,16,68.46,"[[16, 64, 79], [58, 83, 89], [98, 96, 77], [54, 60, 63], [61, 50, 22], [50, 29, 27], [42, 54, 25], [81, 47, 9], [35, 49, 68], [40, 26, 87], [83, 85, 5], [9, 86, 78], [22, 69, 40], [98, 48, 8], [68, 37, 85], [57, 52, 18]]"
12-05-2019 05:42,29,92.72,"[[55, 54, 100], [78, 20, 70], [29, 15, 60], [98, 37, 12], [28, 38, 19], [48, 36, 50], [25, 37, 92], [70, 55, 32], [34, 27, 57], [17, 70, 30], [82, 82, 17], [67, 45, 47], [91, 43, 81], [27, 46, 71], [55, 18, 53], [61, 72, 54], [30, 94, 4], [14, 76, 78], [15, 77, 20], [78, 75, 60], [6, 13, 8], [62, 61, 24], [84, 68, 17], [38, 97, 99], [29, 51, 34], [31, 36, 15], [60, 25, 14], [76, 1, 95], [86, 82, 43]]"
