08-13-2020 10:20,10,62.41,"[[89, 47, 54], [33, 57, 8], [26, 92, 88], [8, 11, 58], [62, 77, 14], [72, 52, 22], [87, 48, 30], [11, 33, 93], [50, 49, 72], [21, 58, 96]]"
03-08-2022 11:06,24,89.08,"[[87, 86, 24], [54, 52, 8], [89, 36, 76], [70, 80, 50], [62, 95, 90], [72, 52, 23], [57, 56, 40], [36, 71, 20], [52, 50, 44], [10, 54, 11], [18, 73, 34], [22, 61, 44], [69, 75, 58], [68, 69, 47], [34, 20, 95], [34, 46, 28], [84, 83, 3], [100, 51, 55], [71, 76, 99], [14, 52, 48], [13, 79, 1], [60, 49, 40], [16, 98, 3], [63, 87, 15]]"
02-29-2020 02:51,16,57.99,"[[93, 58, 3], [13, 88, 77], [38, 92, 38], [79, 3, 85], [73, 51, 50], [82, 7, 65], [56, 12, 75], [59, 22, 36], [8, 61, 2], [97, 56, 51], [18, 64, 48], [80, 79, 46], [93, 34, 93], [38, 38, 13], [94, 81, 46], [77, 15, 69]]"
10-22-2019 11:31,15,63.06,"[[15, 92, 28], [60, 73, 15], [18, 92, 90], [32, 82, 78], [69, 73, 37], [64, 57, 68], [5, 14, 13], [44, 18, 47], [15, 35, 79], [75, 7, 22], [44, 78, 80], [42, 39, 92], [13, 73, 41], [88, 24, 33], [25, 8, 54]]"
06-13-2021 12:20,27,86.69,"[[17, 71, 21], [98, 7, 34], [73, 51, 42], [47, 96, 23], [54, 58, 55], [57, 54, 5], [28, 91, 69], [75, 65, 45], [29, 23, 81], [47, 71, 69], [1, 74, 45], [39, 31, 72], [78, 10, 68], [55, 73, 25], [42, 73, 45], [31, 73, 20], [69, 58, 77], [12, 63, 18], [28, 71, 25], [56, 67, 33], [20, 67, 29], [58, 84, 85], [18, 93, 97], [89, 25, 25], [61, 63, 59], [61, 95, 96], [21, 99, 6]]"
10-23-2021 01:58,26,58.8,"[[29, 79, 13], [92, 19, 41], [23, 40, 31], [41, 47, 79], [32, 54, 38], [30, 88, 6], [49, 49, 91], [54, 69, 63], [80, 31, 89], [67, 93, 81], [85, 92, 71], [56, 60, 57], [67, 79, 97], [53, 18, 31], [66, 75, 3], [18, 15, 96], [50, 35, 52], [65, 73, 66], [23, 30, 11], [22, 80, 62], [2, 4, 20], [13, 38, 21], [17, 32, 27], [56, 1, 40], [24, 44, 84], [58, 3, 96]]"
05-07-2021 03:04,16,68.44,"[[40, 57, 49], [69, 41, 58], [3, 90, 99], [94, 65, 35], [100, 30, 54], [35, 14, 46], [11, 22, 26], [71, 89, 66], [64, 15, 25], [8, 67, 56], [94, 98, 36], [6, 21, 94], [38, 57, 52], [57, 88, 57], [34, 10, 66], [82, 13, 13]]"
03-19-2020 04:24,20,73.07,"[[22, 56, 82], [100, 54, 89], [6, 24, 100], [14, 8, 50], [55, 92, 75], [93, 100, 46], [40, 1, 91], [21, 97, 52], [25, 13, 96], [1, 77, 56], [55, 48, 53], [15, 59, 42], [82, 56, 62], [25, 20, 69], [30, 26, 90], [39, 87, 11], [58, 97, 15], [26, 60, 84], [32, 43, 24], [67, 20, 50]]"
11-24-2020 16:35,10,51.58,"[[37, 51, 49], [99, 19, 3], [74, 65, 2], [49, 62, 98], [62, 57, 95], [33, 58, 52], [98, 45, 95], [97, 69, 38], [99, 69, 10], [50, 12, 75]]"
12-17-2020 14:26,13,78.52,"[[76, 61, 59], [39, 95, 69], [17, 54, 34], [75, 34, 50], [67, 5, 1], [34, 3, 45], [68, 59, 74], [20, 3, 98], [21, 59, 62], [35, 100, 43], [52, 73, 22], [17, 73, 57], [49, 54, 70]]"
12-16-2020 23:33,13,70.12,"[[45, 29, 16], [16, 93, 94], [61, 57, 57], [70, 33, 90], [72, 85, 34], [49, 89, 50], [36, 39, 29], [72, 40, 68], [21, 45, 9], [54, 50, 78], [7, 43, 54], [46, 77, 80], [46, 50, 60]]"
